name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
Poke Kana,https://www.ubereats.com/store/poke-kana/n5Td-wtuS7q6sMFIBYsgZA,"['Japanese', 'Asian', 'Sushi']",4.8,74,$,37.71766,-122.474014,+14158255683,94132,65 Cambon Dr,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94132', 'addressCountry': 'US', 'streetAddress': '65 Cambon Dr'}","{'@type': 'GeoCoordinates', 'latitude': 37.71766, 'longitude': -122.474014}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '74'}","Poke Kana, 65 Cambon Dr, San Francisco, CA, 94132"
Cold Stone Creamery (1901 Junipero Serra Boulevard),https://www.ubereats.com/store/cold-stone-creamery-1901-junipero-serra-boulevard/w1uQvGW2Q6SAf9XQxgJ7oQ,"['Ice Cream &amp; Frozen Yogurt', 'Comfort Food', 'Desserts']",4.7,99,$,37.7021354,-122.4704906,+16509923889,94014,1901 Junipero Serra Blvd,Daly City,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Daly City', 'addressRegion': 'CA', 'postalCode': '94014', 'addressCountry': 'US', 'streetAddress': '1901 Junipero Serra Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 37.7021354, 'longitude': -122.4704906}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '99'}","Cold Stone Creamery (1901 Junipero Serra Boulevard), 1901 Junipero Serra Blvd, Daly City, CA, 94014"
Little Sushi Bar,https://www.ubereats.com/store/little-sushi-bar/gsjNPTEhRIKx6qaceQEa1g,"['Sushi', 'Family Friendly', 'Group Friendly']",4.9,100,$,37.7838685,-122.4827507,+14156824418,94121,200 23rd Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '15:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:16', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '15:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94121', 'addressCountry': 'US', 'streetAddress': '200 23rd Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.7838685, 'longitude': -122.4827507}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","Little Sushi Bar, 200 23rd Ave, San Francisco, CA, 94121"
Brew Cha,https://www.ubereats.com/store/brew-cha/QLSlaZ7CQsmQkJGQGT5egA,"['Bubble Tea', 'Coffee and Tea', 'Juice and Smoothies']",4.8,46,$,37.7619964,-122.4199954,+16288677122,94110,"3420 18th St, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '3420 18th St, San Francisco, USA'}","{'@type': 'GeoCoordinates', 'latitude': 37.7619964, 'longitude': -122.4199954}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '46'}","Brew Cha, 3420 18th St, San Francisco, USA, SF, CA, 94110"
Mr &amp; Mrs Tea House,https://www.ubereats.com/store/mr-%26-mrs-tea-house/TYHGEZZtQNa2Z1je5MB_3Q,"['Bubble Tea', 'Desserts', 'Coffee and Tea']",4.8,12,$,37.783173,-122.465245,+14157026813,94118,544 Clement St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '18:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '544 Clement St'}","{'@type': 'GeoCoordinates', 'latitude': 37.783173, 'longitude': -122.465245}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '12'}","Mr &amp; Mrs Tea House, 544 Clement St, San Francisco, CA, 94118"
CreoLa - San Francisco,https://www.ubereats.com/store/creola-san-francisco/10dPqQK0RqyAE29pYh9aaQ,"['Comfort Food', 'Cajun', 'Creole']",4.3,38,$,37.76627,-122.45283,+14152603143,94117,900 Stanyan Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94117', 'addressCountry': 'US', 'streetAddress': '900 Stanyan Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.76627, 'longitude': -122.45283}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '38'}","CreoLa - San Francisco, 900 Stanyan Street, San Francisco, CA, 94117"
Balompie Cafe,https://www.ubereats.com/store/balompie-cafe/0mh4ly7aTZe1GsufCFVKJg,"['Salvadorian', 'Alcohol', 'South American']",4.7,73,$,37.76187,-122.41826,+14156489199,94110,3349 18th St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '3349 18th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.76187, 'longitude': -122.41826}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '73'}","Balompie Cafe, 3349 18th St, San Francisco, CA, 94110"
Venus Cafe 大家樂,https://www.ubereats.com/store/venus-cafe-%E5%A4%A7%E5%AE%B6%E6%A8%82/iuQ5Hf_WX1aTQtvOrJd5-A,"['Chinese', 'Asian', 'Noodles', 'Rice Dishes']",4.8,56,$,37.78305,-122.46674,+14159648888,94118,700 Clement Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '20:40'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '700 Clement Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.78305, 'longitude': -122.46674}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '56'}","Venus Cafe 大家樂, 700 Clement Street, San Francisco, CA, 94118"
Milk Tea Lab (South SF),https://www.ubereats.com/store/milk-tea-lab-south-sf/D16Kt8GrRYGXxU_YNmRv9w,"['Asian', 'Desserts', 'Comfort Food']",4.9,54,$,37.649244,-122.4296602,+16507458612,94080,630 El Camino Real,South San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'South San Francisco', 'addressRegion': 'CA', 'postalCode': '94080', 'addressCountry': 'US', 'streetAddress': '630 El Camino Real'}","{'@type': 'GeoCoordinates', 'latitude': 37.649244, 'longitude': -122.4296602}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '54'}","Milk Tea Lab (South SF), 630 El Camino Real, South San Francisco, CA, 94080"
Societea,https://www.ubereats.com/store/societea/oskJ91HSQDy1ejbDTu1zYA,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",4.8,52,$,37.6228,-122.41092,+16506364494,94066,446 San Mateo Ave,San Bruno,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Bruno', 'addressRegion': 'CA', 'postalCode': '94066', 'addressCountry': 'US', 'streetAddress': '446 San Mateo Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.6228, 'longitude': -122.41092}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '52'}","Societea, 446 San Mateo Ave, San Bruno, CA, 94066"
Bean Bag Cafe,https://www.ubereats.com/store/bean-bag-cafe/S92jY03hS8uhHqjPNFjPqQ,"['Burgers', 'American', 'Sandwiches']",4.9,32,$,37.7750035,-122.4379038,+15104359250,94117,601 Divisadero St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '8:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '8:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '8:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '8:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94117', 'addressCountry': 'US', 'streetAddress': '601 Divisadero St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7750035, 'longitude': -122.4379038}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '32'}","Bean Bag Cafe, 601 Divisadero St, San Francisco, CA, 94117"
Sunflower Garden Restaurant,https://www.ubereats.com/store/sunflower-garden-restaurant/uinFYnCHTwm3QUMeHFNjgg,"['Vietnamese', 'Vegetarian Friendly']",4.9,74,$$,37.762811,-122.46601,+14155718850,94122,1368 9th Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1368 9th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.762811, 'longitude': -122.46601}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '74'}","Sunflower Garden Restaurant, 1368 9th Ave, San Francisco, CA, 94122"
Saiwalks,https://www.ubereats.com/store/saiwalks/TTrkgZQ4RCSe_0e4yBfHgg,"['Vietnamese', 'Noodles', 'Asian Fusion', 'Family Friendly']",4.7,79,$,37.8003796,-122.4376178,+14155497932,94123,3348 Steiner St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94123', 'addressCountry': 'US', 'streetAddress': '3348 Steiner St'}","{'@type': 'GeoCoordinates', 'latitude': 37.8003796, 'longitude': -122.4376178}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '79'}","Saiwalks, 3348 Steiner St, San Francisco, CA, 94123"
Il Casaro Pizzeria &amp; Mozzarella Bar (Columbus Ave),https://www.ubereats.com/store/il-casaro-pizzeria-%26-mozzarella-bar-columbus-ave/Sk2um38sTVKJ5Y6mAqekJw,"['Pizza', 'Italian', 'Pasta', 'Salads', 'Seafood', 'Pastry', 'Family Friendly']",4.7,71,$,37.7985264,-122.4073157,+14158452664,94133,348 Columbus Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94133', 'addressCountry': 'US', 'streetAddress': '348 Columbus Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.7985264, 'longitude': -122.4073157}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '71'}","Il Casaro Pizzeria &amp; Mozzarella Bar (Columbus Ave), 348 Columbus Ave, San Francisco, CA, 94133"
Teaspoon - Polk SF,https://www.ubereats.com/store/teaspoon-polk-sf/EoIpFM01SqW47vnsknEBGg,"['Bubble Tea', 'Ice Cream + Frozen Yogurt', 'Coffee and Tea', 'Group Friendly']",4.8,37,$,37.796305,-122.422159,+14158729245,94109,2125 Polk St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94109', 'addressCountry': 'US', 'streetAddress': '2125 Polk St'}","{'@type': 'GeoCoordinates', 'latitude': 37.796305, 'longitude': -122.422159}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '37'}","Teaspoon - Polk SF, 2125 Polk St, San Francisco, CA, 94109"
Tea Hut - Lakeshore,https://www.ubereats.com/store/tea-hut-lakeshore/c9pgXix_R1Sb1Ld3OUG5XA,"['Asian', 'Desserts', 'Juice and Smoothies']",5,45,$,37.73248,-122.490555,+14156091453,94132,1541 Sloat Blvd,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94132', 'addressCountry': 'US', 'streetAddress': '1541 Sloat Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 37.73248, 'longitude': -122.490555}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '45'}","Tea Hut - Lakeshore, 1541 Sloat Blvd, San Francisco, CA, 94132"
Mr. Szechuan,https://www.ubereats.com/store/mr-szechuan/plBbDxbCTI2QhmRpi8XpQg,"['Bubble Tea', 'Desserts', 'Chinese', 'Family Friendly', 'Exclusive to Eats']",4.7,100,$,37.7432449,-122.4754571,+14157538788,94116,890 Taraval St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '17:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '17:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94116', 'addressCountry': 'US', 'streetAddress': '890 Taraval St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7432449, 'longitude': -122.4754571}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '100'}","Mr. Szechuan, 890 Taraval St, San Francisco, CA, 94116"
Baskin-Robbins (310 Westlake Center),https://www.ubereats.com/store/baskin-robbins-310-westlake-center/X_sIHlDeSBOj6Iqu5QutSQ,"['Desserts', 'Ice Cream + Frozen Yogurt', 'Comfort Food']",4.7,43,$,37.70103,-122.48325,+16509925734,94015,310 Westlake Center,Daly City,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Daly City', 'addressRegion': 'CA', 'postalCode': '94015', 'addressCountry': 'US', 'streetAddress': '310 Westlake Center'}","{'@type': 'GeoCoordinates', 'latitude': 37.70103, 'longitude': -122.48325}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '43'}","Baskin-Robbins (310 Westlake Center), 310 Westlake Center, Daly City, CA, 94015"
Panda Express (865 Market Street),https://www.ubereats.com/store/panda-express-865-market-street/CTZn-FQGQAWV5V3_0eYUZw,"['Asian', 'Chinese', 'Family Meals']",4.7,100,$,37.7838503,-122.4073398,+14152439775,94103,865 Market Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '17:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '865 Market Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.7838503, 'longitude': -122.4073398}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '100'}","Panda Express (865 Market Street), 865 Market Street, San Francisco, CA, 94103"
Lou's Cafe,https://www.ubereats.com/store/lous-cafe/he1Ei3dISiGmJ4GMHfx-nQ,"['Coffee and Tea', 'Sandwich', 'Salads', 'Cafe', 'New American', 'American', 'Traditional American', 'Healthy', 'Family Friendly']",4.9,95,$,37.74298,-122.48244,+14156824083,94116,1508 Taraval,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '15:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '18:20'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '9:15', 'closes': '15:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94116', 'addressCountry': 'US', 'streetAddress': '1508 Taraval'}","{'@type': 'GeoCoordinates', 'latitude': 37.74298, 'longitude': -122.48244}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '95'}","Lou's Cafe, 1508 Taraval, San Francisco, CA, 94116"
Gram Cafe &amp; Pancakes,https://www.ubereats.com/store/gram-cafe-%26-pancakes/uz5X7JccR6GysQh8cMnXDA,"['Japanese', 'Cafe', 'Desserts']",,,$,37.7279469,-122.4770076,+16282566013,94132,3251 20th Ave #172,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94132', 'addressCountry': 'US', 'streetAddress': '3251 20th Ave #172'}","{'@type': 'GeoCoordinates', 'latitude': 37.7279469, 'longitude': -122.4770076}",{},"Gram Cafe &amp; Pancakes, 3251 20th Ave #172, San Francisco, CA, 94132"
BobaBunni,https://www.ubereats.com/store/bobabunni/9vCFLfbnR6ifoRpDVRgzaQ,"['Asian', 'Desserts', 'Juice and Smoothies']",4.8,11,"",37.777373,-122.463245,+14157026122,94118,402 Balboa St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:35', 'closes': '17:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:35', 'closes': '17:40'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '402 Balboa St'}","{'@type': 'GeoCoordinates', 'latitude': 37.777373, 'longitude': -122.463245}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '11'}","BobaBunni, 402 Balboa St, San Francisco, CA, 94118"
Pho Nation,https://www.ubereats.com/store/pho-nation/65OKMlGSRKSRUUZ4a_MmtQ,"['Vietnamese', 'Noodles', 'Healthy']",4.8,100,"",37.73163,-122.40524,+14153477115,94134,"2428 San Bruno Ave, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '19:55'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94134', 'addressCountry': 'US', 'streetAddress': '2428 San Bruno Ave, San Francisco, USA'}","{'@type': 'GeoCoordinates', 'latitude': 37.73163, 'longitude': -122.40524}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Pho Nation, 2428 San Bruno Ave, San Francisco, USA, SF, CA, 94134"
Mel's Drive-In,https://www.ubereats.com/store/mels-drive-in/phR1geBmR1me2Touso7O3Q,"['American', 'Burgers', 'Diner']",4.5,51,$$,37.78112,-122.45484,+14153872255,94118,3355 Geary Blvd,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '20:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '3355 Geary Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 37.78112, 'longitude': -122.45484}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '51'}","Mel's Drive-In, 3355 Geary Blvd, San Francisco, CA, 94118"
